"Num","time_unix","version","ihl","tos","len","id","flags","flags.value","frag","ttl","proto","chksum","src","dst","sport","dport","seq","ack","dataofs","reserved","flags","flags_value","window","chksum","urgptr"
"905","1433357629.1438","4","5","0","466","5132","DF","2","0","107","6","3401","205.188.12.91","10.8.8.178","443","48911","3987131740","2730323492","3","-2","PA","22","16382","9069","-2"
"906","1433357629.144","4","5","0","40","52531","DF","2","0","64","6","32971","10.8.8.178","205.188.12.91","48911","443","2730323492","3987132166","3","-2","A","14","64678","14330","-2"
"907","1433357629.3509","4","5","0","162","5267","DF","2","0","107","6","3570","205.188.12.91","10.8.8.178","443","48911","3987132166","2730323492","3","-2","PA","22","16382","24585","-2"
"908","1433357629.351","4","5","0","40","52532","DF","2","0","64","6","32970","10.8.8.178","205.188.12.91","48911","443","2730323492","3987132288","3","-2","A","14","64678","14208","-2"
"909","1433357630.2555","4","5","0","162","5946","DF","2","0","107","6","2891","205.188.12.91","10.8.8.178","443","48911","3987132288","2730323492","3","-2","PA","22","16382","9216","-2"
"910","1433357630.2556","4","5","0","40","52533","DF","2","0","64","6","32969","10.8.8.178","205.188.12.91","48911","443","2730323492","3987132410","3","-2","A","14","64678","14086","-2"
"911","1433357631.1368","4","5","0","306","52534","DF","2","0","64","6","32702","10.8.8.178","205.188.12.91","48911","443","2730323492","3987132410","3","-2","PA","22","64678","64876","-2"
"912","1433357631.3445","4","5","0","322","6748","DF","2","0","107","6","1929","205.188.12.91","10.8.8.178","443","48911","3987132410","2730323758","3","-2","PA","22","16382","12502","-2"
"913","1433357631.3446","4","5","0","162","52535","DF","2","0","64","6","32845","10.8.8.178","205.188.12.91","48911","443","2730323758","3987132692","3","-2","PA","22","64678","16718","-2"
"914","1433357631.3446","4","5","0","162","6750","DF","2","0","107","6","2087","205.188.12.91","10.8.8.178","443","48911","3987132692","2730323758","3","-2","PA","22","16382","12299","-2"
"915","1433357631.3819","4","5","0","40","52536","DF","2","0","64","6","32966","10.8.8.178","205.188.12.91","48911","443","2730323880","3987132814","3","-2","A","14","64678","13294","-2"
"916","1433357631.5558","4","5","0","40","6909","DF","2","0","107","6","2050","205.188.12.91","10.8.8.178","443","48911","3987132814","2730323880","3","-2","A","14","16382","61590","-2"
"917","1433357634.3183","4","5","0","476","9155","DF","2","0","107","6","64903","205.188.12.91","10.8.8.178","443","48911","3987132814","2730323880","3","-2","PA","22","16382","9292","-2"
"918","1433357634.3184","4","5","0","40","52537","DF","2","0","64","6","32965","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133250","3","-2","A","14","64678","12858","-2"
"919","1433357635.2333","4","5","0","162","9856","DF","2","0","107","6","64516","205.188.12.91","10.8.8.178","443","48911","3987133250","2730323880","3","-2","PA","22","16382","22222","-2"
"920","1433357635.2336","4","5","0","40","52538","DF","2","0","64","6","32964","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133372","3","-2","A","14","64678","12736","-2"
"921","1433357638.8155","4","5","0","338","12737","DF","2","0","107","6","61459","205.188.12.91","10.8.8.178","443","48911","3987133372","2730323880","3","-2","PA","22","16382","28053","-2"
"922","1433357638.8156","4","5","0","40","52539","DF","2","0","64","6","32963","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133670","3","-2","A","14","64678","12438","-2"
"923","1433357639.0128","4","5","0","162","12851","DF","2","0","107","6","61521","205.188.12.91","10.8.8.178","443","48911","3987133670","2730323880","3","-2","PA","22","16382","23533","-2"
"924","1433357639.0128","4","5","0","40","52540","DF","2","0","64","6","32962","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133792","3","-2","A","14","64678","12316","-2"
"925","1433357643.7839","4","5","0","162","16604","DF","2","0","107","6","57768","205.188.12.91","10.8.8.178","443","48911","3987133792","2730323880","3","-2","PA","22","16382","29860","-2"
"926","1433357643.784","4","5","0","40","52541","DF","2","0","64","6","32961","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133914","3","-2","A","14","64678","12194","-2"
"927","1433357645.8097","4","5","0","130","52542","DF","2","0","64","6","32870","10.8.8.178","205.188.12.91","48911","443","2730323880","3987133914","3","-2","PA","22","64678","46792","-2"
"928","1433357646.028","4","5","0","40","18349","DF","2","0","107","6","56145","205.188.12.91","10.8.8.178","443","48911","3987133914","2730323970","3","-2","A","14","16382","60400","-2"
"929","1433357646.0281","4","5","0","146","52543","DF","2","0","64","6","32853","10.8.8.178","205.188.12.91","48911","443","2730323970","3987133914","3","-2","PA","22","64678","27234","-2"
"930","1433357646.2365","4","5","0","40","18519","DF","2","0","107","6","55975","205.188.12.91","10.8.8.178","443","48911","3987133914","2730324076","3","-2","A","14","16382","60294","-2"
"931","1433357649.3189","4","5","0","338","20905","DF","2","0","107","6","53291","205.188.12.91","10.8.8.178","443","48911","3987133914","2730324076","3","-2","PA","22","16382","43188","-2"
"932","1433357649.3191","4","5","0","40","52544","DF","2","0","64","6","32958","10.8.8.178","205.188.12.91","48911","443","2730324076","3987134212","3","-2","A","14","64678","11700","-2"
"933","1433357649.5258","4","5","0","162","21060","DF","2","0","107","6","53312","205.188.12.91","10.8.8.178","443","48911","3987134212","2730324076","3","-2","PA","22","16382","30050","-2"
"934","1433357649.5258","4","5","0","40","52545","DF","2","0","64","6","32957","10.8.8.178","205.188.12.91","48911","443","2730324076","3987134334","3","-2","A","14","64678","11578","-2"
"935","1433357651.8429","4","5","0","162","22829","DF","2","0","107","6","51543","205.188.12.91","10.8.8.178","443","48911","3987134334","2730324076","3","-2","PA","22","16382","59255","-2"
"936","1433357651.843","4","5","0","40","52546","DF","2","0","64","6","32956","10.8.8.178","205.188.12.91","48911","443","2730324076","3987134456","3","-2","A","14","64678","11456","-2"
"937","1433357655.0402","4","5","0","242","52547","DF","2","0","64","6","32753","10.8.8.178","205.188.12.91","48911","443","2730324076","3987134456","3","-2","PA","22","64678","59364","-2"
"938","1433357655.2491","4","5","0","322","25508","DF","2","0","107","6","48704","205.188.12.91","10.8.8.178","443","48911","3987134456","2730324278","3","-2","PA","22","16382","31802","-2"
"939","1433357655.2492","4","5","0","162","52548","DF","2","0","64","6","32832","10.8.8.178","205.188.12.91","48911","443","2730324278","3987134738","3","-2","PA","22","64678","8713","-2"
"940","1433357655.2493","4","5","0","162","25511","DF","2","0","107","6","48861","205.188.12.91","10.8.8.178","443","48911","3987134738","2730324278","3","-2","PA","22","16382","38878","-2"
"941","1433357655.2867","4","5","0","40","52549","DF","2","0","64","6","32953","10.8.8.178","205.188.12.91","48911","443","2730324400","3987134860","3","-2","A","14","64678","10728","-2"
"942","1433357655.4544","4","5","0","40","25649","DF","2","0","107","6","48845","205.188.12.91","10.8.8.178","443","48911","3987134860","2730324400","3","-2","A","14","16382","59024","-2"
"943","1433357663.9513","4","5","0","370","32272","DF","2","0","107","6","41892","205.188.12.91","10.8.8.178","443","48911","3987134860","2730324400","3","-2","PA","22","16382","57980","-2"
"944","1433357663.9514","4","5","0","40","52550","DF","2","0","64","6","32952","10.8.8.178","205.188.12.91","48911","443","2730324400","3987135190","3","-2","A","14","64678","10398","-2"
"945","1433357664.1545","4","5","0","162","32440","DF","2","0","107","6","41932","205.188.12.91","10.8.8.178","443","48911","3987135190","2730324400","3","-2","PA","22","16382","35961","-2"
"946","1433357664.1546","4","5","0","40","52551","DF","2","0","64","6","32951","10.8.8.178","205.188.12.91","48911","443","2730324400","3987135312","3","-2","A","14","64678","10276","-2"
"947","1433357666.1917","4","5","0","162","34015","DF","2","0","107","6","40357","205.188.12.91","10.8.8.178","443","48911","3987135312","2730324400","3","-2","PA","22","16382","61895","-2"
"948","1433357666.1917","4","5","0","40","52552","DF","2","0","64","6","32950","10.8.8.178","205.188.12.91","48911","443","2730324400","3987135434","3","-2","A","14","64678","10154","-2"
"949","1433357671.1722","4","5","0","162","52553","DF","2","0","64","6","32827","10.8.8.178","205.188.12.91","48911","443","2730324400","3987135434","3","-2","PA","22","64678","18867","-2"
"950","1433357671.3809","4","5","0","40","38098","DF","2","0","107","6","36396","205.188.12.91","10.8.8.178","443","48911","3987135434","2730324522","3","-2","A","14","16382","58328","-2"
"951","1433357671.6989","4","5","0","41","8928","DF","2","0","113","6","13425","134.170.25.26","10.8.8.178","443","54269","3749416739","2978548171","3","-2","A","14","65398","65065","-2"
"952","1433357671.699","4","5","0","64","14095","DF","2","0","64","6","20779","10.8.8.178","134.170.25.26","54269","443","2978548171","3749416740","9","-2","A","14","65398","14990","-2"
"953","1433357676.3549","4","5","0","354","41799","DF","2","0","107","6","32381","205.188.12.91","10.8.8.178","443","48911","3987135434","2730324522","3","-2","PA","22","16382","21816","-2"
"954","1433357676.355","4","5","0","40","52554","DF","2","0","64","6","32948","10.8.8.178","205.188.12.91","48911","443","2730324522","3987135748","3","-2","A","14","64678","9718","-2"
"955","1433357676.5546","4","5","0","162","41936","DF","2","0","107","6","32436","205.188.12.91","10.8.8.178","443","48911","3987135748","2730324522","3","-2","PA","22","16382","61150","-2"
"956","1433357676.5547","4","5","0","40","52555","DF","2","0","64","6","32947","10.8.8.178","205.188.12.91","48911","443","2730324522","3987135870","3","-2","A","14","64678","9596","-2"
"957","1433357676.711","4","5","0","242","52556","DF","2","0","64","6","32744","10.8.8.178","205.188.12.91","48911","443","2730324522","3987135870","3","-2","PA","22","64678","54890","-2"
"958","1433357676.8112","4","5","0","40","61689","DF","2","0","107","6","45263","64.12.27.65","10.8.8.178","443","34579","3487185185","589218121","3","-2","A","14","16382","35733","-2"
"959","1433357676.8112","4","5","0","40","25886","DF","2","0","64","6","26539","10.8.8.178","64.12.27.65","34579","443","589218121","3487185186","3","-2","A","14","32183","19931","-2"
"960","1433357676.9189","4","5","0","322","42233","DF","2","0","107","6","31979","205.188.12.91","10.8.8.178","443","48911","3987135870","2730324724","3","-2","PA","22","16382","12328","-2"
"961","1433357676.919","4","5","0","162","52557","DF","2","0","64","6","32823","10.8.8.178","205.188.12.91","48911","443","2730324724","3987136152","3","-2","PA","22","64678","60232","-2"
"962","1433357676.9191","4","5","0","162","42234","DF","2","0","107","6","32138","205.188.12.91","10.8.8.178","443","48911","3987136152","2730324724","3","-2","PA","22","16382","34098","-2"
"963","1433357676.958","4","5","0","40","52558","DF","2","0","64","6","32944","10.8.8.178","205.188.12.91","48911","443","2730324846","3987136274","3","-2","A","14","64678","8868","-2"
"964","1433357677.0638","4","5","0","40","13425","DF","2","0","107","6","8272","64.12.104.73","10.8.8.178","443","49838","335957350","492239331","3","-2","A","14","16382","30639","-2"
"965","1433357677.0639","4","5","0","40","12103","DF","2","0","64","6","20602","10.8.8.178","64.12.104.73","49838","443","492239331","335957351","3","-2","A","14","44878","2142","-2"
"966","1433357677.1244","4","5","0","40","42404","DF","2","0","107","6","32090","205.188.12.91","10.8.8.178","443","48911","3987136274","2730324846","3","-2","A","14","16382","57164","-2"
"967","1433357680.948","4","5","0","162","45459","DF","2","0","107","6","28913","205.188.12.91","10.8.8.178","443","48911","3987136274","2730324846","3","-2","PA","22","16382","40777","-2"
"968","1433357680.9481","4","5","0","40","52559","DF","2","0","64","6","32943","10.8.8.178","205.188.12.91","48911","443","2730324846","3987136396","3","-2","A","14","64678","8746","-2"
"969","1433357682.016","4","5","0","54","65163","DF","2","0","42","6","28215","157.56.52.13","10.8.8.178","40011","56909","708379120","4055104531","6","-2","PA","22","81","15286","-2"
"970","1433357682.016","4","5","0","52","61829","DF","2","0","64","6","25919","10.8.8.178","157.56.52.13","56909","40011","4055104531","708379122","6","-2","A","14","1442","10204","-2"
"971","1433357687.6636","4","5","0","460","51112","DF","2","0","107","6","22962","205.188.12.91","10.8.8.178","443","48911","3987136396","2730324846","3","-2","PA","22","16382","38768","-2"
"972","1433357687.6637","4","5","0","40","52560","DF","2","0","64","6","32942","10.8.8.178","205.188.12.91","48911","443","2730324846","3987136816","3","-2","A","14","64678","8326","-2"
"973","1433357694.0534","4","5","0","54","61830","DF","2","0","64","6","25916","10.8.8.178","157.56.52.13","56909","40011","4055104531","708379122","6","-2","PA","22","1442","52993","-2"
"974","1433357694.3237","4","5","0","52","65164","DF","2","0","42","6","28216","157.56.52.13","10.8.8.178","40011","56909","708379122","4055104533","6","-2","A","14","81","5477","-2"
"975","1433357694.8864","4","5","0","40","64733","DF","2","0","107","6","42219","64.12.27.65","10.8.8.178","443","34579","3487185186","589218121","3","-2","RA","18","16382","35728","-2"
"976","1433357698.1694","4","5","0","162","59303","DF","2","0","107","6","15069","205.188.12.91","10.8.8.178","443","48911","3987136816","2730324846","3","-2","PA","22","16382","40278","-2"
"977","1433357698.1695","4","5","0","40","52561","DF","2","0","64","6","32941","10.8.8.178","205.188.12.91","48911","443","2730324846","3987136938","3","-2","A","14","64678","8204","-2"
"978","1433357700.1597","4","5","0","162","52562","DF","2","0","64","6","32818","10.8.8.178","205.188.12.91","48911","443","2730324846","3987136938","3","-2","PA","22","64678","44830","-2"
"979","1433357700.3667","4","5","0","40","61114","DF","2","0","107","6","13380","205.188.12.91","10.8.8.178","443","48911","3987136938","2730324968","3","-2","A","14","16382","56378","-2"
"980","1433357701.3202","4","5","0","338","61784","DF","2","0","107","6","12412","205.188.12.91","10.8.8.178","443","48911","3987136938","2730324968","3","-2","PA","22","16382","23699","-2"
"981","1433357701.3203","4","5","0","40","52563","DF","2","0","64","6","32939","10.8.8.178","205.188.12.91","48911","443","2730324968","3987137236","3","-2","A","14","64678","7784","-2"
"982","1433357701.5211","4","5","0","162","61962","DF","2","0","107","6","12410","205.188.12.91","10.8.8.178","443","48911","3987137236","2730324968","3","-2","PA","22","16382","15568","-2"
"983","1433357701.5212","4","5","0","40","52564","DF","2","0","64","6","32938","10.8.8.178","205.188.12.91","48911","443","2730324968","3987137358","3","-2","A","14","64678","7662","-2"
"984","1433357702.1782","4","5","0","162","62523","DF","2","0","107","6","11849","205.188.12.91","10.8.8.178","443","48911","3987137358","2730324968","3","-2","PA","22","16382","977","-2"
"985","1433357702.1783","4","5","0","40","52565","DF","2","0","64","6","32937","10.8.8.178","205.188.12.91","48911","443","2730324968","3987137480","3","-2","A","14","64678","7540","-2"
"986","1433357703.5974","4","5","0","146","52566","DF","2","0","64","6","32830","10.8.8.178","205.188.12.91","48911","443","2730324968","3987137480","3","-2","PA","22","64678","13536","-2"
"987","1433357703.8038","4","5","0","40","63848","DF","2","0","107","6","10646","205.188.12.91","10.8.8.178","443","48911","3987137480","2730325074","3","-2","A","14","16382","55730","-2"
"988","1433357703.8038","4","5","0","242","52567","DF","2","0","64","6","32733","10.8.8.178","205.188.12.91","48911","443","2730325074","3987137480","3","-2","PA","22","64678","63160","-2"
"989","1433357704.0106","4","5","0","322","64019","DF","2","0","107","6","10193","205.188.12.91","10.8.8.178","443","48911","3987137480","2730325276","3","-2","PA","22","16382","19205","-2"
"990","1433357704.0106","4","5","0","40","52568","DF","2","0","64","6","32934","10.8.8.178","205.188.12.91","48911","443","2730325276","3987137762","3","-2","A","14","64678","6950","-2"
"991","1433357704.0115","4","5","0","162","64020","DF","2","0","107","6","10352","205.188.12.91","10.8.8.178","443","48911","3987137762","2730325276","3","-2","PA","22","16382","16667","-2"
"992","1433357704.0115","4","5","0","40","52569","DF","2","0","64","6","32933","10.8.8.178","205.188.12.91","48911","443","2730325276","3987137884","3","-2","A","14","64678","6828","-2"
"993","1433357706.3334","4","5","0","460","279","DF","2","0","107","6","8260","205.188.12.91","10.8.8.178","443","48911","3987137884","2730325276","3","-2","PA","22","16382","55349","-2"
"994","1433357706.3335","4","5","0","40","52570","DF","2","0","64","6","32932","10.8.8.178","205.188.12.91","48911","443","2730325276","3987138304","3","-2","A","14","64678","6408","-2"
"995","1433357706.6459","4","5","0","162","522","DF","2","0","107","6","8315","205.188.12.91","10.8.8.178","443","48911","3987138304","2730325276","3","-2","PA","22","16382","26867","-2"
"996","1433357706.646","4","5","0","40","52571","DF","2","0","64","6","32931","10.8.8.178","205.188.12.91","48911","443","2730325276","3987138426","3","-2","A","14","64678","6286","-2"
"997","1433357717.31","4","5","0","354","8891","DF","2","0","107","6","65289","205.188.12.91","10.8.8.178","443","48911","3987138426","2730325276","3","-2","PA","22","16382","48877","-2"
"998","1433357717.3101","4","5","0","40","52572","DF","2","0","64","6","32930","10.8.8.178","205.188.12.91","48911","443","2730325276","3987138740","3","-2","A","14","64678","5972","-2"
"999","1433357717.5107","4","5","0","162","9069","DF","2","0","107","6","65303","205.188.12.91","10.8.8.178","443","48911","3987138740","2730325276","3","-2","PA","22","16382","28778","-2"
"1000","1433357717.5108","4","5","0","40","52573","DF","2","0","64","6","32929","10.8.8.178","205.188.12.91","48911","443","2730325276","3987138862","3","-2","A","14","64678","5850","-2"
"1001","1433357722.8509","4","5","0","162","13304","DF","2","0","107","6","61068","205.188.12.91","10.8.8.178","443","48911","3987138862","2730325276","3","-2","PA","22","16382","21863","-2"
"1002","1433357722.851","4","5","0","40","52574","DF","2","0","64","6","32928","10.8.8.178","205.188.12.91","48911","443","2730325276","3987138984","3","-2","A","14","64678","5728","-2"
"1003","1433357726.3739","4","5","0","338","16150","DF","2","0","107","6","58046","205.188.12.91","10.8.8.178","443","48911","3987138984","2730325276","3","-2","PA","22","16382","37366","-2"
"1004","1433357726.374","4","5","0","40","52575","DF","2","0","64","6","32927","10.8.8.178","205.188.12.91","48911","443","2730325276","3987139282","3","-2","A","14","64678","5430","-2"
"1005","1433357726.5859","4","5","0","162","16325","DF","2","0","107","6","58047","205.188.12.91","10.8.8.178","443","48911","3987139282","2730325276","3","-2","PA","22","16382","40493","-2"
"1006","1433357726.586","4","5","0","40","52576","DF","2","0","64","6","32926","10.8.8.178","205.188.12.91","48911","443","2730325276","3987139404","3","-2","A","14","64678","5308","-2"
"1007","1433357731.2951","4","5","0","54","61831","DF","2","0","64","6","25915","10.8.8.178","157.56.52.13","56909","40011","4055104533","708379122","6","-2","PA","22","1442","64802","-2"
"1008","1433357731.5664","4","5","0","52","65165","DF","2","0","42","6","28215","157.56.52.13","10.8.8.178","40011","56909","708379122","4055104535","6","-2","A","14","81","52388","-2"
"1009","1433357737.1196","4","5","0","162","52577","DF","2","0","64","6","32803","10.8.8.178","205.188.12.91","48911","443","2730325276","3987139404","3","-2","PA","22","64678","5315","-2"
"1010","1433357737.3309","4","5","0","40","25062","DF","2","0","107","6","49432","205.188.12.91","10.8.8.178","443","48911","3987139404","2730325398","3","-2","A","14","16382","53482","-2"
"1011","1433357741.7474","4","5","0","226","52578","DF","2","0","64","6","32738","10.8.8.178","205.188.12.91","48911","443","2730325398","3987139404","3","-2","PA","22","64678","8913","-2"
"1012","1433357741.9539","4","5","0","322","28580","DF","2","0","107","6","45632","205.188.12.91","10.8.8.178","443","48911","3987139404","2730325584","3","-2","PA","22","16382","50909","-2"
"1013","1433357741.9549","4","5","0","162","52579","DF","2","0","64","6","32801","10.8.8.178","205.188.12.91","48911","443","2730325584","3987139686","3","-2","PA","22","64678","39754","-2"
"1014","1433357741.9551","4","5","0","162","28582","DF","2","0","107","6","45790","205.188.12.91","10.8.8.178","443","48911","3987139686","2730325584","3","-2","PA","22","16382","53205","-2"
"1015","1433357741.9946","4","5","0","40","52580","DF","2","0","64","6","32922","10.8.8.178","205.188.12.91","48911","443","2730325706","3987139808","3","-2","A","14","64678","4474","-2"
"1016","1433357742.1599","4","5","0","40","28754","DF","2","0","107","6","45740","205.188.12.91","10.8.8.178","443","48911","3987139808","2730325706","3","-2","A","14","16382","52770","-2"
"1017","1433357747.3881","4","5","0","162","32870","DF","2","0","107","6","41502","205.188.12.91","10.8.8.178","443","48911","3987139808","2730325706","3","-2","PA","22","16382","23169","-2"
"1018","1433357747.3882","4","5","0","40","52581","DF","2","0","64","6","32921","10.8.8.178","205.188.12.91","48911","443","2730325706","3987139930","3","-2","A","14","64678","4352","-2"
"1019","1433357748.9994","4","5","0","338","34230","DF","2","0","107","6","39966","205.188.12.91","10.8.8.178","443","48911","3987139930","2730325706","3","-2","PA","22","16382","33917","-2"
"1020","1433357748.9995","4","5","0","40","52582","DF","2","0","64","6","32920","10.8.8.178","205.188.12.91","48911","443","2730325706","3987140228","3","-2","A","14","64678","4054","-2"
"1021","1433357749.1996","4","5","0","162","34379","DF","2","0","107","6","39993","205.188.12.91","10.8.8.178","443","48911","3987140228","2730325706","3","-2","PA","22","16382","62558","-2"
"1022","1433357749.1997","4","5","0","40","52583","DF","2","0","64","6","32919","10.8.8.178","205.188.12.91","48911","443","2730325706","3987140350","3","-2","A","14","64678","3932","-2"
"1023","1433357749.9637","4","5","0","162","34973","DF","2","0","107","6","39399","205.188.12.91","10.8.8.178","443","48911","3987140350","2730325706","3","-2","PA","22","16382","17445","-2"
"1024","1433357749.9637","4","5","0","40","52584","DF","2","0","64","6","32918","10.8.8.178","205.188.12.91","48911","443","2730325706","3987140472","3","-2","A","14","64678","3810","-2"
"1025","1433357753.2875","4","5","0","338","37573","DF","2","0","107","6","36623","205.188.12.91","10.8.8.178","443","48911","3987140472","2730325706","3","-2","PA","22","16382","23823","-2"
"1026","1433357753.2876","4","5","0","40","52585","DF","2","0","64","6","32917","10.8.8.178","205.188.12.91","48911","443","2730325706","3987140770","3","-2","A","14","64678","3512","-2"
"1027","1433357753.488","4","5","0","162","37715","DF","2","0","107","6","36657","205.188.12.91","10.8.8.178","443","48911","3987140770","2730325706","3","-2","PA","22","16382","37512","-2"
"1028","1433357753.4881","4","5","0","40","52586","DF","2","0","64","6","32916","10.8.8.178","205.188.12.91","48911","443","2730325706","3987140892","3","-2","A","14","64678","3390","-2"
"1029","1433357753.9422","4","5","0","162","38071","DF","2","0","107","6","36301","205.188.12.91","10.8.8.178","443","48911","3987140892","2730325706","3","-2","PA","22","16382","36488","-2"
"1030","1433357753.9423","4","5","0","40","52587","DF","2","0","64","6","32915","10.8.8.178","205.188.12.91","48911","443","2730325706","3987141014","3","-2","A","14","64678","3268","-2"
"1031","1433357760.2884","4","5","0","460","43273","DF","2","0","107","6","30801","205.188.12.91","10.8.8.178","443","48911","3987141014","2730325706","3","-2","PA","22","16382","16301","-2"
"1032","1433357760.2885","4","5","0","40","52588","DF","2","0","64","6","32914","10.8.8.178","205.188.12.91","48911","443","2730325706","3987141434","3","-2","A","14","64678","2848","-2"
"1033","1433357760.828","4","5","0","162","43701","DF","2","0","107","6","30671","205.188.12.91","10.8.8.178","443","48911","3987141434","2730325706","3","-2","PA","22","16382","42259","-2"
"1034","1433357760.828","4","5","0","40","52589","DF","2","0","64","6","32913","10.8.8.178","205.188.12.91","48911","443","2730325706","3987141556","3","-2","A","14","64678","2726","-2"
"1041","1433357771.9345","4","5","0","370","52470","DF","2","0","107","6","21694","205.188.12.91","10.8.8.178","443","48911","3987141556","2730325706","3","-2","PA","22","16382","50619","-2"
"1042","1433357771.9345","4","5","0","40","52590","DF","2","0","64","6","32912","10.8.8.178","205.188.12.91","48911","443","2730325706","3987141886","3","-2","A","14","64678","2396","-2"
"1043","1433357772.1379","4","5","0","162","52661","DF","2","0","107","6","21711","205.188.12.91","10.8.8.178","443","48911","3987141886","2730325706","3","-2","PA","22","16382","310","-2"
"1044","1433357772.138","4","5","0","40","52591","DF","2","0","64","6","32911","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142008","3","-2","A","14","64678","2274","-2"
"1045","1433357775.4092","4","5","0","162","55188","DF","2","0","107","6","19184","205.188.12.91","10.8.8.178","443","48911","3987142008","2730325706","3","-2","PA","22","16382","8686","-2"
"1046","1433357775.4094","4","5","0","40","52592","DF","2","0","64","6","32910","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142130","3","-2","A","14","64678","2152","-2"
"1047","1433357780.5832","4","5","0","354","59140","DF","2","0","107","6","15040","205.188.12.91","10.8.8.178","443","48911","3987142130","2730325706","3","-2","PA","22","16382","29576","-2"
"1048","1433357780.5834","4","5","0","40","52593","DF","2","0","64","6","32909","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142444","3","-2","A","14","64678","1838","-2"
"1049","1433357780.7829","4","5","0","162","59307","DF","2","0","107","6","15065","205.188.12.91","10.8.8.178","443","48911","3987142444","2730325706","3","-2","PA","22","16382","41487","-2"
"1050","1433357780.7831","4","5","0","40","52594","DF","2","0","64","6","32908","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142566","3","-2","A","14","64678","1716","-2"
"1051","1433357781.4205","4","5","0","162","59799","DF","2","0","107","6","14573","205.188.12.91","10.8.8.178","443","48911","3987142566","2730325706","3","-2","PA","22","16382","46080","-2"
"1052","1433357781.4205","4","5","0","40","52595","DF","2","0","64","6","32907","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142688","3","-2","A","14","64678","1594","-2"
"1053","1433357784.7045","4","5","0","162","52596","DF","2","0","64","6","32784","10.8.8.178","205.188.12.91","48911","443","2730325706","3987142688","3","-2","PA","22","64678","361","-2"
"1054","1433357784.911","4","5","0","40","62624","DF","2","0","107","6","11870","205.188.12.91","10.8.8.178","443","48911","3987142688","2730325828","3","-2","A","14","16382","49768","-2"
"1055","1433357788.0765","4","5","0","226","52597","DF","2","0","64","6","32719","10.8.8.178","205.188.12.91","48911","443","2730325828","3987142688","3","-2","PA","22","64678","43739","-2"
"1056","1433357788.2853","4","5","0","322","65486","DF","2","0","107","6","8726","205.188.12.91","10.8.8.178","443","48911","3987142688","2730326014","3","-2","PA","22","16382","3734","-2"
"1057","1433357788.2854","4","5","0","236","52598","DF","2","0","64","6","32708","10.8.8.178","205.188.12.91","48911","443","2730326014","3987142970","3","-2","PA","22","64678","10191","-2"
"1058","1433357788.2855","4","5","0","162","65489","DF","2","0","107","6","8883","205.188.12.91","10.8.8.178","443","48911","3987142970","2730326014","3","-2","PA","22","16382","63559","-2"
"1059","1433357788.322","4","5","0","40","52599","DF","2","0","64","6","32903","10.8.8.178","205.188.12.91","48911","443","2730326210","3987143092","3","-2","A","14","64678","686","-2"
"1060","1433357788.4909","4","5","0","40","115","DF","2","0","107","6","8844","205.188.12.91","10.8.8.178","443","48911","3987143092","2730326210","3","-2","A","14","16382","48982","-2"
"1061","1433357788.9989","4","5","0","354","505","DF","2","0","107","6","8140","205.188.12.91","10.8.8.178","443","48911","3987143092","2730326210","3","-2","PA","22","16382","45169","-2"
"1062","1433357788.999","4","5","0","40","52600","DF","2","0","64","6","32902","10.8.8.178","205.188.12.91","48911","443","2730326210","3987143406","3","-2","A","14","64678","372","-2"
"1063","1433357789.2001","4","5","0","162","652","DF","2","0","107","6","8185","205.188.12.91","10.8.8.178","443","48911","3987143406","2730326210","3","-2","PA","22","16382","25840","-2"
"1064","1433357789.2001","4","5","0","40","52601","DF","2","0","64","6","32901","10.8.8.178","205.188.12.91","48911","443","2730326210","3987143528","3","-2","A","14","64678","250","-2"
"1065","1433357791.6312","4","5","0","162","2686","DF","2","0","107","6","6151","205.188.12.91","10.8.8.178","443","48911","3987143528","2730326210","3","-2","PA","22","16382","64896","-2"
"1066","1433357791.6314","4","5","0","40","52602","DF","2","0","64","6","32900","10.8.8.178","205.188.12.91","48911","443","2730326210","3987143650","3","-2","A","14","64678","128","-2"
"1067","1433357791.91","4","5","0","41","2600","DF","2","0","113","6","19753","134.170.25.26","10.8.8.178","443","54269","3749416739","2978548171","3","-2","A","14","65398","65065","-2"
"1068","1433357791.9101","4","5","0","64","14096","DF","2","0","64","6","20778","10.8.8.178","134.170.25.26","54269","443","2978548171","3749416740","9","-2","A","14","65398","50472","-2"
"1069","1433357793.7269","4","5","0","354","4456","DF","2","0","107","6","4189","205.188.12.91","10.8.8.178","443","48911","3987143650","2730326210","3","-2","PA","22","16382","45357","-2"
"1070","1433357793.7269","4","5","0","40","52603","DF","2","0","64","6","32899","10.8.8.178","205.188.12.91","48911","443","2730326210","3987143964","3","-2","A","14","64678","65349","-2"
